date,platform,campaign_type,audience,region,spend,impressions,clicks,conversions,revenue
2025-10-30,Meta Ads,Search,Prospecting,South,395.65,16399,427,12,1105.31
2025-10-30,Google Ads,Social,Prospecting,East,1988.45,81906,1939,111,11021.23
2025-10-30,YouTube Ads,Search,Lookalike,East,1378.31,181886,2469,97,9738.15
2025-10-31,Google Ads,Display,Retargeting,West,640.97,19101,662,87,9721.95
2025-10-31,Google Ads,Search,Prospecting,South,716.83,14582,532,47,7084.05
2025-10-31,Meta Ads,Video,Lookalike,South,411.71,21188,409,12,1178.43
2025-11-01,Google Ads,Video,Retargeting,East,1248.38,57236,1439,127,12371.67
2025-11-01,Google Ads,Search,Existing Customers,East,546.83,16601,503,61,6232.48
2025-11-01,Meta Ads,Social,Existing Customers,South,591.13,34901,671,37,5052.53
2025-11-02,Meta Ads,Social,Lookalike,East,1039.81,95079,1820,111,12682.4
2025-11-02,YouTube Ads,Display,Retargeting,South,619.48,54586,975,39,3855.85
2025-11-02,Google Ads,Social,Prospecting,South,600.85,15285,430,36,3904.91
2025-11-03,LinkedIn Ads,Search,Retargeting,South,704.83,15261,290,27,2720.33
2025-11-03,Meta Ads,Search,Prospecting,West,1173.87,65957,1493,85,10227.71
2025-11-03,Meta Ads,Video,Lookalike,East,2041.22,81791,2139,89,14535.37
2025-11-03,Meta Ads,Social,Prospecting,North,1024.18,48466,1041,62,7744.76
2025-11-04,Meta Ads,Video,Retargeting,West,1179.96,65242,1655,103,11672.6
2025-11-04,YouTube Ads,Social,Prospecting,East,614.73,79356,1154,38,3915.16
2025-11-04,Google Ads,Video,Prospecting,North,441.87,11758,445,36,3269.48
2025-11-05,Google Ads,Search,Prospecting,East,1070.81,29808,796,72,9230.86
2025-11-05,Meta Ads,Search,Retargeting,East,782.42,98882,1353,91,11577.78
2025-11-05,LinkedIn Ads,Video,Lookalike,West,277.65,6229,120,2,213.22
2025-11-06,Google Ads,Video,Prospecting,South,565.57,12796,484,32,4378.88
2025-11-06,Meta Ads,Social,Existing Customers,East,663.28,41642,998,67,8348.89
2025-11-06,YouTube Ads,Social,Existing Customers,South,502.34,60670,828,47,6545.28
2025-11-06,LinkedIn Ads,Social,Prospecting,South,1833.92,21542,507,29,3489.61
2025-11-07,YouTube Ads,Social,Lookalike,East,956.21,121738,1681,81,9056.74
2025-11-07,Meta Ads,Search,Retargeting,West,1708.97,107242,2545,189,18486.48
2025-11-07,Meta Ads,Video,Prospecting,West,830.73,40065,981,31,3483.79
2025-11-08,Google Ads,Search,Retargeting,West,738.03,12959,618,69,8980.83
2025-11-08,YouTube Ads,Display,Prospecting,East,380.81,36844,522,11,1164.39
2025-11-08,Meta Ads,Search,Existing Customers,East,705.45,48774,954,73,9690.65
2025-11-09,LinkedIn Ads,Search,Existing Customers,South,705.96,22262,306,20,2063.03
2025-11-09,Meta Ads,Display,Lookalike,West,287.85,18287,532,25,3226.03
2025-11-09,Meta Ads,Social,Retargeting,South,492.94,37373,887,65,7841.14
2025-11-09,LinkedIn Ads,Display,Retargeting,South,567.33,16232,317,10,933.62
2025-11-10,Meta Ads,Search,Existing Customers,West,915.84,31048,1197,122,14621.11
2025-11-10,YouTube Ads,Video,Prospecting,East,944.79,127391,2026,71,9355.38
2025-11-10,Meta Ads,Display,Prospecting,South,479.73,31317,545,20,1846.75
2025-11-11,Meta Ads,Video,Retargeting,West,949.41,61777,1312,101,9668.01
2025-11-11,Google Ads,Search,Prospecting,West,621.87,19137,562,51,5801.2
2025-11-11,Meta Ads,Social,Prospecting,South,108.4,8396,172,6,920.4
2025-11-12,Meta Ads,Social,Prospecting,East,510.82,31375,642,24,2469.45
2025-11-12,Google Ads,Social,Retargeting,South,1411.52,44331,1396,109,13506.73
2025-11-12,Google Ads,Search,Prospecting,East,234.61,8775,239,17,2034.6
2025-11-13,Meta Ads,Search,Prospecting,West,753.2,29519,865,45,4697.49
2025-11-13,Meta Ads,Social,Prospecting,East,1961.57,110873,2574,169,19925.17
2025-11-13,Meta Ads,Search,Prospecting,West,426.96,29160,616,40,4277.56
2025-11-13,Google Ads,Social,Existing Customers,East,700.98,13711,550,47,5510.48
2025-11-14,Google Ads,Search,Prospecting,West,299.91,6825,260,9,765.87
2025-11-14,Google Ads,Search,Lookalike,South,2015.82,44833,1649,95,10883.21
2025-11-14,LinkedIn Ads,Social,Lookalike,South,663.09,15470,315,13,1705.39
2025-11-15,YouTube Ads,Social,Prospecting,South,721.54,58115,893,46,5337.55
2025-11-15,Google Ads,Social,Lookalike,West,1688.13,40798,1611,124,16694.01
2025-11-15,Meta Ads,Social,Lookalike,East,1076.04,46241,1165,90,11290.13
2025-11-16,Google Ads,Display,Retargeting,North,396.2,9850,355,28,3189.99
2025-11-16,Google Ads,Social,Prospecting,North,459.6,10434,351,22,2281.34
2025-11-16,Google Ads,Social,Prospecting,East,965.63,16204,747,76,8074.79
2025-11-16,Google Ads,Video,Existing Customers,West,466.57,10525,338,23,2199.11
2025-11-17,Meta Ads,Social,Lookalike,South,176.77,11904,281,16,1763.08
2025-11-17,YouTube Ads,Video,Existing Customers,East,676.19,60766,982,48,6097.83
2025-11-17,Google Ads,Display,Existing Customers,West,267.45,5516,173,22,3466.05
2025-11-18,Meta Ads,Search,Prospecting,East,2001.52,152292,2897,222,27641.17
2025-11-18,LinkedIn Ads,Social,Lookalike,West,785.24,19243,325,14,1392.06
2025-11-18,YouTube Ads,Display,Retargeting,East,388.66,53102,729,44,3920.02
2025-11-19,Meta Ads,Video,Lookalike,East,444.51,38590,653,34,3783.59
2025-11-19,Google Ads,Social,Prospecting,West,204.99,4369,136,7,907.28
2025-11-19,Meta Ads,Search,Prospecting,East,342.55,24220,559,23,2553.66
2025-11-20,Google Ads,Social,Lookalike,North,1355.18,31167,1370,124,15469.71
2025-11-20,YouTube Ads,Search,Lookalike,South,2986.15,240074,3979,162,18101.84
2025-11-20,Meta Ads,Display,Retargeting,North,1122.42,102404,1411,80,10232.48
2025-11-20,Meta Ads,Social,Prospecting,East,659.35,26405,652,36,3104.98
2025-11-21,Google Ads,Display,Prospecting,North,528.64,15606,494,34,4891.76
2025-11-21,Meta Ads,Video,Existing Customers,East,375.91,21450,512,15,1538.6
2025-11-21,YouTube Ads,Social,Retargeting,South,2670.25,342002,5117,156,20168.8
2025-11-22,Meta Ads,Social,Retargeting,North,619.18,39529,840,49,5394.93
2025-11-22,Meta Ads,Display,Retargeting,North,2769.0,236494,5108,394,44488.55
2025-11-22,YouTube Ads,Display,Retargeting,East,1731.72,179122,2676,90,9959.41
2025-11-23,YouTube Ads,Video,Retargeting,North,225.78,19365,370,17,2033.22
2025-11-23,Google Ads,Search,Retargeting,West,454.05,11412,398,65,8010.3
2025-11-23,Meta Ads,Social,Lookalike,West,453.14,25049,670,43,5764.17
2025-11-23,Meta Ads,Search,Existing Customers,East,664.6,40874,1065,91,13792.92
2025-11-24,Meta Ads,Video,Existing Customers,North,673.09,33539,832,37,4834.07
2025-11-24,Google Ads,Social,Retargeting,West,4908.07,202839,5147,318,46379.07
2025-11-24,Google Ads,Social,Retargeting,East,347.54,6497,278,26,3033.51
2025-11-25,YouTube Ads,Search,Lookalike,South,812.33,72756,1005,44,5913.33
2025-11-25,YouTube Ads,Social,Lookalike,North,1045.04,83282,1421,63,7731.17
2025-11-25,LinkedIn Ads,Display,Retargeting,East,699.29,24554,371,16,1681.83
2025-11-26,YouTube Ads,Search,Lookalike,West,751.97,116598,1413,38,4493.96
2025-11-26,LinkedIn Ads,Search,Lookalike,North,354.94,5372,138,8,992.46
2025-11-26,LinkedIn Ads,Video,Lookalike,North,750.17,20856,316,6,686.52
2025-11-26,LinkedIn Ads,Display,Lookalike,South,976.03,23007,509,33,4040.24
2025-11-27,Meta Ads,Search,Prospecting,East,866.12,50325,1131,82,10707.28
2025-11-27,Meta Ads,Search,Retargeting,South,1014.05,69175,1411,152,17416.05
2025-11-27,Google Ads,Video,Retargeting,South,1753.34,32317,1122,103,6387.03
2025-11-28,Meta Ads,Display,Prospecting,South,1287.05,106914,1861,105,15246.93
2025-11-28,Google Ads,Social,Existing Customers,North,733.2,15152,529,65,7696.96
2025-11-28,Google Ads,Social,Retargeting,North,326.83,12082,348,55,5509.95
2025-11-29,Meta Ads,Search,Prospecting,North,473.94,37875,776,57,5401.66
2025-11-29,Meta Ads,Search,Lookalike,East,606.87,28899,751,47,5120.37
2025-11-29,Google Ads,Display,Lookalike,West,824.77,16458,603,47,4928.92
2025-11-30,LinkedIn Ads,Search,Lookalike,South,512.94,18063,249,15,1526.01
2025-11-30,YouTube Ads,Search,Prospecting,North,381.02,37404,654,14,1438.1
2025-11-30,Google Ads,Display,Existing Customers,South,323.36,10041,351,39,5245.43
2025-11-30,Google Ads,Video,Retargeting,West,239.32,6741,214,24,3637.12
2025-12-01,Google Ads,Display,Retargeting,North,600.86,11415,457,66,8564.84
2025-12-01,LinkedIn Ads,Social,Prospecting,South,269.29,6870,120,4,540.83
2025-12-01,LinkedIn Ads,Social,Retargeting,East,365.31,10827,158,9,973.86
2025-12-02,Google Ads,Social,Lookalike,South,541.88,11575,565,54,6311.73
2025-12-02,LinkedIn Ads,Social,Retargeting,South,293.75,7579,136,3,368.03
2025-12-02,Google Ads,Social,Retargeting,South,895.98,17048,588,73,7528.34
2025-12-03,Meta Ads,Social,Lookalike,South,1132.55,76028,1555,129,13846.45
2025-12-03,YouTube Ads,Social,Lookalike,East,489.78,53425,991,39,5084.9
2025-12-03,Google Ads,Video,Prospecting,East,526.9,15136,482,33,4442.63
2025-12-03,Google Ads,Video,Existing Customers,North,992.68,42071,1115,121,15186.77
2025-12-04,Meta Ads,Search,Lookalike,North,440.09,36928,719,53,4954.82
2025-12-04,Meta Ads,Social,Existing Customers,South,420.86,16825,470,41,4856.6
2025-12-04,YouTube Ads,Search,Existing Customers,West,1523.56,154215,2687,91,8752.43
2025-12-05,YouTube Ads,Social,Existing Customers,North,1243.65,110560,1584,58,7288.39
2025-12-05,Google Ads,Search,Lookalike,North,1034.93,20395,914,57,6817.04
2025-12-05,Google Ads,Search,Retargeting,East,1277.61,27894,1117,174,19162.13
2025-12-06,LinkedIn Ads,Display,Prospecting,South,193.61,4255,73,3,358.05
2025-12-06,Google Ads,Social,Retargeting,North,1687.62,66264,2251,231,28298.48
2025-12-06,YouTube Ads,Video,Lookalike,North,903.18,94684,1507,37,4426.07
2025-12-07,Meta Ads,Search,Retargeting,East,1350.31,99786,1890,220,20541.94
2025-12-07,Google Ads,Search,Existing Customers,East,900.31,17614,617,61,7275.87
2025-12-07,LinkedIn Ads,Social,Prospecting,East,722.62,13559,258,12,1468.53
2025-12-07,Google Ads,Search,Prospecting,South,585.3,23612,610,54,7744.51
2025-12-08,Meta Ads,Search,Retargeting,East,888.67,47595,1012,57,6276.0
2025-12-08,Meta Ads,Video,Retargeting,West,571.6,39746,828,61,7619.82
2025-12-08,Meta Ads,Search,Prospecting,South,1230.53,74607,1975,72,9418.08
2025-12-09,Meta Ads,Search,Prospecting,South,249.61,21287,336,22,2452.14
2025-12-09,Meta Ads,Social,Lookalike,North,492.28,34372,706,35,4748.5
2025-12-09,YouTube Ads,Social,Retargeting,East,2644.44,259196,3565,248,33886.5
2025-12-10,YouTube Ads,Social,Prospecting,North,465.97,42682,761,21,2936.79
2025-12-10,Meta Ads,Social,Prospecting,North,599.4,36925,806,28,3451.05
2025-12-10,Google Ads,Display,Retargeting,East,394.41,6142,297,30,4724.47
2025-12-10,LinkedIn Ads,Search,Prospecting,North,870.77,15040,305,17,1766.72
2025-12-11,YouTube Ads,Social,Lookalike,West,433.77,47372,660,28,4290.54
2025-12-11,Google Ads,Display,Lookalike,South,620.44,11767,430,33,4251.37
2025-12-11,Meta Ads,Video,Prospecting,South,1215.42,74170,1531,43,5982.46
2025-12-12,Meta Ads,Social,Retargeting,East,444.47,23403,601,42,4588.05
2025-12-12,Google Ads,Social,Prospecting,East,1168.74,30286,834,43,5598.62
2025-12-12,Meta Ads,Search,Prospecting,South,1194.56,88726,1683,125,17585.69
2025-12-13,Meta Ads,Search,Existing Customers,West,1389.64,80400,1920,205,21127.66
2025-12-13,LinkedIn Ads,Search,Retargeting,West,766.96,10827,243,22,2465.32
2025-12-13,LinkedIn Ads,Display,Existing Customers,North,5755.43,152768,1850,75,6193.05
2025-12-13,LinkedIn Ads,Search,Prospecting,East,1389.26,25160,580,18,2012.22
2025-12-14,Meta Ads,Display,Prospecting,South,864.59,60181,1291,68,6821.21
2025-12-14,Google Ads,Search,Retargeting,West,396.12,10949,273,54,5998.33
2025-12-14,LinkedIn Ads,Video,Retargeting,South,657.2,22983,241,17,2849.63
2025-12-15,LinkedIn Ads,Display,Existing Customers,South,1769.04,51286,701,30,4727.82
2025-12-15,Meta Ads,Search,Prospecting,East,2126.6,141866,3110,142,12650.77
2025-12-15,YouTube Ads,Search,Existing Customers,West,1829.86,201847,2992,122,16470.43
2025-12-16,Google Ads,Search,Existing Customers,North,1166.14,25953,1018,194,27107.86
2025-12-16,YouTube Ads,Video,Retargeting,East,309.48,43643,593,7,762.42
2025-12-16,Google Ads,Search,Prospecting,South,960.77,28530,818,50,5910.48
2025-12-17,Google Ads,Social,Retargeting,East,312.36,8002,260,35,4198.87
2025-12-17,Meta Ads,Social,Prospecting,East,266.19,17756,393,23,2087.5
2025-12-17,Google Ads,Display,Lookalike,West,817.73,16856,615,33,3182.39
2025-12-17,Google Ads,Social,Retargeting,West,983.54,22921,696,113,13345.45
2025-12-18,Google Ads,Social,Existing Customers,East,1259.25,22786,938,99,12487.11
2025-12-18,Meta Ads,Video,Retargeting,East,967.02,71371,1404,81,8281.92
2025-12-18,LinkedIn Ads,Search,Retargeting,West,988.92,23714,365,23,2316.13
2025-12-19,Google Ads,Display,Lookalike,North,369.1,9986,317,22,2494.45
2025-12-19,Meta Ads,Search,Retargeting,East,653.83,41467,1107,92,12047.47
2025-12-19,LinkedIn Ads,Social,Existing Customers,West,262.82,5576,98,6,736.28
2025-12-20,Google Ads,Video,Prospecting,North,190.35,5245,162,12,1730.51
2025-12-20,Google Ads,Display,Existing Customers,West,1132.86,15744,651,52,5755.01
2025-12-20,YouTube Ads,Display,Lookalike,East,429.04,26564,586,16,1895.62
2025-12-20,LinkedIn Ads,Search,Existing Customers,South,1234.23,24555,459,38,4457.87
2025-12-21,Meta Ads,Social,Retargeting,South,1438.72,69892,1920,223,28005.08
2025-12-21,LinkedIn Ads,Social,Lookalike,South,468.03,8760,190,4,403.73
2025-12-21,Google Ads,Social,Prospecting,West,1027.4,33424,1049,77,11526.37
2025-12-22,Meta Ads,Social,Lookalike,West,455.47,37818,836,47,3974.74
2025-12-22,LinkedIn Ads,Social,Prospecting,West,210.87,7068,101,3,437.64
2025-12-22,Google Ads,Social,Prospecting,East,758.42,19714,665,47,5481.13
2025-12-23,LinkedIn Ads,Search,Retargeting,North,515.44,18717,301,17,2124.04
2025-12-23,Meta Ads,Social,Prospecting,West,525.85,38952,797,39,5421.84
2025-12-23,LinkedIn Ads,Search,Prospecting,North,2527.67,69688,1096,37,4826.2
2025-12-24,Meta Ads,Video,Lookalike,North,259.63,17854,373,18,1833.47
2025-12-24,Meta Ads,Social,Prospecting,North,897.8,57245,1386,77,9686.72
2025-12-24,Google Ads,Search,Lookalike,West,366.67,9838,337,25,3715.36
2025-12-24,Google Ads,Display,Prospecting,South,1263.26,33330,834,75,7427.16
2025-12-25,LinkedIn Ads,Display,Lookalike,North,849.85,20270,319,13,1990.71
2025-12-25,Google Ads,Search,Lookalike,North,895.74,32000,852,114,13901.46
2025-12-25,Google Ads,Search,Retargeting,South,378.76,9105,333,50,5360.1
2025-12-26,Google Ads,Search,Lookalike,East,425.58,9708,372,34,3363.31
2025-12-26,Google Ads,Search,Existing Customers,West,1278.95,34321,1258,219,26249.19
2025-12-26,LinkedIn Ads,Display,Lookalike,East,2212.99,66768,1043,44,3511.42
2025-12-27,Meta Ads,Video,Prospecting,East,956.5,49131,1130,43,4623.6
2025-12-27,YouTube Ads,Search,Retargeting,West,390.63,52239,720,54,5954.43
2025-12-27,Google Ads,Display,Lookalike,West,872.52,31701,904,51,4878.69
2025-12-27,Meta Ads,Search,Prospecting,South,3391.19,188639,4743,330,42392.2
2025-12-28,Meta Ads,Social,Lookalike,West,748.19,40016,1020,79,8773.91
2025-12-28,Meta Ads,Display,Prospecting,East,1810.35,132119,3448,196,20296.92
2025-12-28,YouTube Ads,Social,Lookalike,West,432.62,55861,751,29,3165.18
2025-12-29,YouTube Ads,Search,Prospecting,North,681.11,55102,1022,55,6676.56
2025-12-29,YouTube Ads,Social,Prospecting,North,1047.12,122406,1680,49,5699.58
2025-12-29,Google Ads,Video,Existing Customers,West,906.28,14021,552,34,3759.48
2025-12-30,Google Ads,Search,Existing Customers,East,425.36,9491,303,55,6965.35
2025-12-30,Meta Ads,Search,Existing Customers,North,413.6,21580,456,32,3942.88
2025-12-30,Google Ads,Search,Existing Customers,West,1330.71,32647,739,61,6224.98
2025-12-31,LinkedIn Ads,Social,Retargeting,North,1518.67,32849,560,37,4062.86
